Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"August 12, 2022 9:00","August 12, 2022 9:50",Sonny,Underwood,882911225,sonny.underwood@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-08-04,,a client ,BlueNova,s.underwood@bluenova.com,Zoom,874733348
"August 12, 2022 9:00","August 12, 2022 9:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-06,,client logged in asshino.yanazov@yahoo.com,BlueNova,s.yanazov@bluenova.com,Zoom,876076668
"August 12, 2022 11:00","August 12, 2022 11:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-03,,a trainer,,,,874322373
"August 12, 2022 12:30","August 12, 2022 13:20",Ануша,Червенкова,885239911,anusha.chervenkova@mail.bg,Zetron: Онлайн тренинг за лидери | Online leadership training,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-08-04,,a client ,Zetron,anusha.chervenkova@mail.bg,Viber,874734099
"August 12, 2022 13:00","August 12, 2022 13:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-01,,a client ,iNdigo,i.mccullough@indigo.com,Skype,872545668
"August 15, 2022 17:00","August 15, 2022 17:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-04,,a trainer,,,,874698327
"August 15, 2022 18:30","August 15, 2022 19:20",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-08,,a trainer,,,,876847897
"August 16, 2022 9:00","August 16, 2022 9:50",Ясер,Симеонов,359881911221,yaser.simeonov@abv.bg,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-08-04,,a client ,Spark Innovations,y.simeonov@spark.innovations.com,Zoom,874615504
"August 16, 2022 10:00","August 16, 2022 10:50",Найда,Крушовска,882322122,najda.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-08-09,,a client ,Swift Systems,n.krushovska@swift.systems.com,,877696362
"August 16, 2022 15:00","August 16, 2022 15:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-02,,client logged in asaylin.young@msn.com,BlueNova,aylin.young@msn.com,Viber,873344321
"August 16, 2022 17:30","August 16, 2022 18:20",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-08-10,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,"Zoom, Viber",878190650
"August 16, 2022 19:30","August 16, 2022 20:20",Curtis,Haley,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-06-12,,a trainer,,,,843643984
"August 17, 2022 9:00","August 17, 2022 9:50",Янеслав,Кодуков,881011382,yaneslav.kodukov@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-14,,client logged in asyaneslav.kodukov@yahoo.com,Novex,y.kodukov@novex.com,,880199841
"August 17, 2022 10:30","August 17, 2022 11:20",Мимоза,Пътечкова,883323212,mimoza.patechkova@gmail.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-28,,client logged in asmimoza.patechkova@gmail.com,Novex,m.patechkova@novex.com,"Zoom, Viber",870464447
"August 17, 2022 13:00","August 17, 2022 13:50",Garrett,Fritz,899219132,garrett.fritz@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Радослава Димитрова | Radoslava Dimitrova,0,no,0,,,2022-08-12,,client logged in asgarrett.fritz@yahoo.co.uk,BlueNova,g.fritz@bluenova.com,Skype,879293787
"August 17, 2022 13:30","August 17, 2022 14:20",Ренгия,Колев,891188511,rengiya.kolev@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-08-04,,a trainer,,,,874997020
"August 17, 2022 15:00","August 17, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-06-28,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,852733278
"August 17, 2022 16:30","August 17, 2022 17:20",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-08-04,,a trainer,,,,874998605
"August 17, 2022 17:00","August 17, 2022 17:50",Хачо,Иванов,359819803910,xacho.ivanov@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-27,,a client ,Novex,x.ivanov@novex.com,,869778381
"August 17, 2022 18:00","August 17, 2022 18:50",Marco,Daugherty,882222282,marco.daugherty@yahoo.co.uk,Vortex | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-04,,a client ,Vortex,m.daugherty@vortex.com,,874892351
"August 17, 2022 18:00","August 17, 2022 18:50",Филипас,Луланков,892922999,filipas.lulankov@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-08-15,,a client ,BlueNova,filipas.lulankov@yahoo.com,Zoom,880709239
"August 17, 2022 18:30","August 17, 2022 19:20",Бързана,Певецова,,barzana.pevecova@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-08-01,,hello@test.jp,Spark Innovations,barzana.pevecova@gmail.com,,872563594
"August 17, 2022 19:00","August 17, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-02,,a trainer,,,,873239616
"August 17, 2022 19:45","August 17, 2022 20:35",Бързана,Певецова,,barzana.pevecova@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-08-12,,a trainer,,,,879356064
"August 18, 2022 9:00","August 18, 2022 9:50",Салина,Иликьов,885220222,salina.ilikaov@gmail.com,WiseWay | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-25,,a client ,WiseWay,s.ilikaov@wiseway.com,"Zoom, Viber",868190403
"August 18, 2022 11:00","August 18, 2022 11:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-10,,a trainer,,,,878160381
"August 18, 2022 13:00","August 18, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-08-04,,a trainer,,,,875000445
"August 18, 2022 16:30","August 18, 2022 17:20",Щедра,Точева-Клопова,882313532,shhedra.tocheva-klopova@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-29,,a trainer,,,,871219757
"August 18, 2022 17:30","August 18, 2022 18:20",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-05,,a client ,BlueNova,s.yanazov@bluenova.com,Zoom,875558833
"August 18, 2022 18:00","August 18, 2022 18:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-04,,client logged in asrostislava.mochev@abv.bg,Novex,rostislava.mochev@abv.bg,,874707258
"August 19, 2022 12:00","August 19, 2022 12:50",Coleman,Henry,898911211,coleman.henry@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-19,,a trainer,,,,883341772
"August 19, 2022 15:00","August 19, 2022 15:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-12,,a client ,iNdigo,i.mccullough@indigo.com,Skype,879312331
"August 19, 2022 18:00","August 19, 2022 18:50",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-16,,a trainer,,,,881295206
"August 20, 2022 17:00","August 20, 2022 17:50",Преса,Куртакова,882122882,presa.kurtakova@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-08-18,,a client ,BlueNova,p.kurtakova@bluenova.com,Zoom,883052808
"August 22, 2022 18:00","August 22, 2022 18:50",Валерия,Червенкова,888805225,valeriya.chervenkova@mail.bg,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-02,,a client ,Vortex,v.chervenkova@vortex.com,,873238284
"August 22, 2022 19:00","August 22, 2022 19:50",Едрю,Курухубева,359811223022,edryu.kuruxubeva@gmail.com,Коучинг и себеразвитие на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-07-21,,client logged in asedryu.kuruxubeva@gmail.com,Novex,e.kuruxubeva@novex.com,,866174584
"August 23, 2022 15:00","August 23, 2022 15:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-22,,a client ,iNdigo,i.mccullough@indigo.com,Skype,884709400
"August 23, 2022 17:00","August 23, 2022 17:50",Илианна,Катърова,891505211,ilianna.katarova@mail.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,Любомира Иванова | Lyubomira Ivanova,0,no,0,,,2022-08-10,,a client ,Vortex,i.katarova@vortex.com,Zoom,878070978
"August 23, 2022 18:30","August 23, 2022 19:20",Macie,Jefferson,885222200,macie.jefferson@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-08-10,,a client ,Swift Systems,m.jefferson@swift.systems.com,,878340649
"August 23, 2022 19:30","August 23, 2022 20:20",Curtis,Haley,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-06-12,,a trainer,,,,843643985
"August 24, 2022 9:00","August 24, 2022 9:50",Мимоза,Пътечкова,883323212,mimoza.patechkova@gmail.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-17,,client logged in asmimoza.patechkova@gmail.com,Novex,m.patechkova@novex.com,"Zoom, Viber",881913605
"August 24, 2022 9:30","August 24, 2022 10:20",Вишетин,Самоходов,882151232,vishetin.samoxodov@yahoo.com,VitalMind: Онлайн психотерапевтичнa консултация,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-08-22,,a client ,VitalMind,vishetin.samoxodov@yahoo.com,Zoom,884692062
"August 24, 2022 13:00","August 24, 2022 13:50",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-08-22,,a trainer,,,,884691905
"August 24, 2022 13:00","August 24, 2022 13:50",Garrett,Fritz,899219132,garrett.fritz@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Радослава Димитрова | Radoslava Dimitrova,0,no,0,,,2022-08-22,,client logged in asgarrett.fritz@yahoo.co.uk,BlueNova,g.fritz@bluenova.com,Skype,884962457
"August 24, 2022 15:40","August 24, 2022 16:30",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-08-19,,a trainer,,,,883369417
"August 24, 2022 16:00","August 24, 2022 16:50",Бързана,Певецова,,barzana.pevecova@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-08-18,,a trainer,,,,882578898
"August 24, 2022 18:00","August 24, 2022 18:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-08,,a trainer,,,,876634227
"August 25, 2022 8:45","August 25, 2022 9:35",Явора,Вакрилов,888510102,yavora.vakrilov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-08-21,,a trainer,,,,884382226
